model,ch,seed,fold,acc_A,f1_A,acc_B,f1_B
M04,62ch,1,13,0.2842315369261477,0.28385666173881047,0.2842315369261477,0.28385666173881047
M04,62ch,1,14,0.424750499001996,0.42356815000450504,0.424750499001996,0.42356815000450504
M04,62ch,1,15,0.38163672654690617,0.37845800359489523,0.38163672654690617,0.37845800359489523
M04,62ch,7,1,0.3600798403193613,0.344660912654339,0.3600798403193613,0.344660912654339
M04,62ch,7,2,0.42035928143712575,0.3986682179136304,0.42035928143712575,0.3986682179136304
M04,62ch,7,3,0.26467065868263473,0.25280536015596544,0.26467065868263473,0.25280536015596544
M04,62ch,7,4,0.3520958083832335,0.3530407821811154,0.3520958083832335,0.3530407821811154
M04,62ch,7,5,0.36806387225548903,0.3604019724379607,0.36806387225548903,0.3604019724379607
M04,62ch,7,6,0.2750499001996008,0.27615658857787023,0.2750499001996008,0.27615658857787023
M04,62ch,7,7,0.4598802395209581,0.4592175527632658,0.4598802395209581,0.4592175527632658
M04,62ch,7,8,0.34251497005988024,0.32964498061984254,0.34251497005988024,0.32964498061984254
M04,62ch,7,9,0.3149700598802395,0.2999628825042715,0.3149700598802395,0.2999628825042715
